CVE_ENT,CVE_MUN,NOM_MUN,clave,mun_hect,CN_T1,CN_T2,CN_T3,CN_T4,CN_T5,Pro_CN_T1,Prop_CN_T2,Prop_CN_T3,Prop_CN_T4,Prop_CN_T5
07,090,Tapalapa,07090,6527.2184847293,5240.10199999999986176,6510.98700000000008004,6505.80199999999967986,6499.43400000000019645,6499.88551680000000488,0.80280781350577390,0.99751326161867049,0.99671889568590277,0.99574328869267925,0.99581246315053695
07,088,Sunuapa,07088,7908.3675814195,4117.08100000000013097,1971.57799999999997453,1982.69599999999991269,2093.55499999999983629,2093.98204098999985945,0.52059808267801977,0.24930277705251969,0.25070862976302360,0.26472656694900626,0.26478056557585350
07,079,San Fernando,07079,35974.4148254648,28543.55400000000008731,26127.21500000000014552,23524.36799999999857391,20544.97000000000116415,20545.25643979999949806,0.79344039752927953,0.72627213331363549,0.65391940672647353,0.57109949111547642,0.57110745343540270
07,074,Reforma,07074,43268.4260431333,9733.69299999999930151,2509.31100000000014916,833.99500000000000455,557.90700000000003911,557.91373598300003778,0.22496064428820922,0.05799404391318800,0.01927490958808184,0.01289409047243446,0.01289424615138135
07,062,Ostuacn,07062,60062.2137489494,21421.30900000000110595,13108.70299999999951979,12211.29399999999986903,11920.77499999999963620,11926.81046819999937725,0.35665200569425731,0.21825207866616964,0.20331075459591427,0.19847378669435933,0.19857427363653612
07,061,Ocozocoautla de Espinosa,07061,210235.6730000000,142597.02100000000791624,127742.42200000000593718,121765.03699999999662396,121751.03599999999278225,121170.06389299999864306,0.67827224069627801,0.60761534984597976,0.57918351944010948,0.57911692274983217,0.57635349017576099
07,060,Ocotepec,07060,6029.2702881486,4931.21500000000014552,6016.46500000000014552,6014.04600000000027649,6014.04699999999957072,6014.04666120000001683,0.81787923982990351,0.99787614627697641,0.99747493686283639,0.99747510272038653,0.99747504652784857
07,048,Jurez,07048,74030.2545542300,16629.60499999999956344,11585.28700000000026193,11009.95299999999951979,8479.76000000000021828,8481.35689190000084636,0.22463255192264905,0.15649395061195329,0.14872234421313230,0.11454452035941941,0.11456609116056843
07,043,Ixtacomitn,07043,12758.0180011540,3313.08899999999994179,3701.11200000000008004,3716.48399999999992360,4066.05900000000019645,4064.06112196999993103,0.25968681026318674,0.29010086046792094,0.29130574981661206,0.31870616577216093,0.31854956793464267
07,033,Francisco Len,07033,20996.2492442608,15854.20900000000074215,9028.11499999999978172,8843.55899999999928696,9051.94299999999930151,9159.62829063000026508,0.75509719929304298,0.42998703696889007,0.42119708606609024,0.43112190633164127,0.43625069335342020
07,025,Chapultenango,07025,17889.8571730811,11879.81899999999950523,9945.88899999999921420,8988.63299999999981083,9821.40099999999983993,9829.92398402000071655,0.66405331719895355,0.55595128031349494,0.50244297162557627,0.54899270044359427,0.54946911475688609
07,021,Copainal,07021,34719.6135122369,21570.82400000000052387,21681.26900000000023283,21691.12099999999918509,21074.85800000000017462,21071.20340790000045672,0.62128640897449450,0.62446746396985242,0.62475122288890050,0.60700151493829801,0.60689625477753295
07,009,Arriaga,07009,81293.5975896496,39311.75699999999778811,32683.49699999999938882,31339.47100000000136788,30507.65999999999985448,30852.81863990000056219,0.48357752843509560,0.40204269424731798,0.38550970715054422,0.37527752374787599,0.37952335183439123
07,042,Ixhuatn,07042,9472.7909756151,7121.30299999999988358,3992.11700000000018917,4025.54300000000012005,3696.41800000000012005,3695.75843249999979889,0.75176397519291716,0.42142986267474131,0.42495849537507696,0.39021424725989790,0.39014461968110953
07,040,Huixtla,07040,40309.1385774090,16903.67299999999886495,12222.33599999999933061,13596.64500000000043656,13719.89700000000084401,13779.51023100000020349,0.41935088658713127,0.30321501355154062,0.33730924251554589,0.34036691143008524,0.34184581257022045
07,039,Huitiupn,07039,33849.8562097616,27722.57500000000072760,17726.38599999999860302,18431.17399999999906868,18471.20999999999912689,18460.33078250000107801,0.81898649223819686,0.52367684784693636,0.54449785209677870,0.54568060453601819,0.54535920826678197
07,038,Huixtn,07038,31152.8351039691,18525.30299999999988358,13807.86599999999998545,7892.06599999999980355,8113.48999999999978172,8111.76444938999975420,0.59465865428215037,0.44322983619043960,0.25333379686507224,0.26044146457046796,0.26038607472860476
07,037,Huehuetn,07037,30507.9915061262,3893.21900000000005093,2774.27500000000009095,2208.52100000000018554,2404.66899999999986903,2410.07932644999982585,0.12761308784349887,0.09093600932211181,0.07239155680099475,0.07882095415940860,0.07899829544550779
07,035,Frontera Hidalgo,07035,9533.7078149880,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
07,034,Frontera Comalapa,07034,77024.4045794665,37947.51499999999941792,33869.99199999999837019,20950.32099999999991269,19305.51499999999941792,18894.63566770000034012,0.49266872242873805,0.43973065660061211,0.27199588382907186,0.25064153504857534,0.24530713052388872
07,031,Chiln,07031,168101.1090000000,149071.63500000000931323,141638.19500000000698492,141152.10399999999208376,137898.18499999999767169,135314.30836699999053963,0.88679745116970055,0.84257739786832708,0.83968573937248681,0.82032882364862925,0.80495785644697915
07,030,Chicomuselo,07030,100278.8770000000,68815.13000000000465661,68298.57300000000395812,50915.23000000000320142,49999.02500000000145519,49731.14086379999935161,0.68623754133185999,0.68108633685636522,0.50773634012674485,0.49859976991964128,0.49592837845401883
07,029,Chicoasn,07029,11642.0454468963,11054.92000000000007276,10735.78000000000065484,10806.16200000000026193,10872.17499999999927240,10867.99054050000086136,0.94956853161462074,0.92215582295824960,0.92820132418232904,0.93387154770972458,0.93351212122242166
07,028,Chiapilla,07028,5100.8112292536,2158.86200000000008004,198.67799999999999727,60.72099999999999653,3.08800000000000008,3.16454447259999982,0.42323895219229779,0.03895027497990207,0.01190418489744528,0.00060539389936449,0.00062040023250636
07,026,Chenalh,07026,25022.4398857558,12041.64400000000023283,12539.49099999999998545,10763.29600000000027649,10615.98300000000017462,10605.50546369999938179,0.48123380673420224,0.50112982815629392,0.43014574314661785,0.42425850750242877,0.42383978189661903
07,024,Chanal,07024,40742.0317694509,39618.70300000000133878,37221.38700000000244472,26161.96600000000034925,25462.13100000000122236,22629.87216020000050776,0.97242825846763026,0.91358691217528476,0.64213699866624496,0.62495977481152420,0.55544289711070038
07,023,Chamula,07023,34743.2382379267,21442.31799999999930151,18635.74299999999857391,18267.58799999999973807,19652.13799999999901047,19656.19085179999819957,0.61716521221078813,0.53638474549723159,0.52578829511805791,0.56563921490044555,0.56575586642763609
07,022,Chalchihuitn,07022,18642.8775262103,16832.27899999999863212,15581.05500000000029104,15468.43200000000069849,15213.27800000000024738,15213.75541669999984151,0.90287987872769349,0.83576448850744001,0.82972341465273802,0.81603700816096791,0.81606261669158919
07,020,La Concordia,07020,258763.1570000000,175063.70000000001164153,154915.58999999999650754,143118.66300000000046566,139893.85599999999976717,137371.57708600000478327,0.67654028506075159,0.59867715248195086,0.55308748223380189,0.54062509370296485,0.53087765151203503
07,019,Comitn de Domnguez,07019,98372.2497893569,67646.53299999999580905,58981.73399999999674037,50587.45599999999831198,49078.19600000000355067,48960.24944710000272607,0.68765869587053829,0.59957695515042864,0.51424518711651102,0.49890285222804653,0.49770387026766078
07,018,Coapilla,07018,15589.3054693743,12352.77700000000004366,13377.41300000000046566,13414.54800000000068394,13271.88700000000062573,13275.63804879999952391,0.79238789850307534,0.85811475221140321,0.86049683395795395,0.85134562447782269,0.85158624127806237
07,016,Catazaj,07016,63256.1057559013,22988.12600000000020373,19675.70100000000093132,14229.32200000000011642,13690.02200000000084401,12728.13021330000083253,0.36341355075996579,0.31104825004445380,0.22494780274507359,0.21642214354497832,0.20121583618214697
07,015,Cacahoatn,07015,17564.7103374602,6932.71399999999994179,6593.74499999999989086,6418.06599999999980355,6356.04699999999957072,6363.83837437999955000,0.39469560652045727,0.37539730933891585,0.36539549338950450,0.36186460681019478,0.36230818795843517
07,014,El Bosque,07014,15875.8105573924,10332.85499999999956344,9073.53399999999965075,10715.22899999999935972,10667.04999999999927240,10667.33323039999959292,0.65085527209120142,0.57153201514961427,0.67494059350629931,0.67190585081862175,0.67192369119275430
07,013,Bochil,07013,36648.4209511342,30939.78900000000066939,31622.08799999999973807,31788.81699999999909778,28640.19800000000032014,28228.88224009999976261,0.84423252617770628,0.86284994494480005,0.86739936332826362,0.78148518426449809,0.77026189689698954
07,010,Bejucal de Ocampo,07010,7742.0631468157,2579.94700000000011642,4291.96500000000014552,2689.63799999999991996,1727.78700000000003456,1725.48462135999989187,0.33323765914530534,0.55436967105664592,0.34740584634810739,0.22316880749166151,0.22287142182115752
07,008,Angel Albino Corzo,07008,58323.8132791096,44136.83499999999912689,36677.69999999999708962,39950.36299999999755528,39512.68000000000029104,39189.79222489999665413,0.75675496025581224,0.62886320248777705,0.68497515429618527,0.67747079243449670,0.67193466993244388
07,007,Amatenango del Valle,07007,15366.8780741239,13499.99200000000018917,12343.46899999999914144,8058.71600000000034925,7782.97099999999954889,7780.41366173999995226,0.87851233899828185,0.80325157396706470,0.52442115835941816,0.50647704513941905,0.50631062628402990
07,006,Amatenango de la Frontera,07006,25664.7544427034,18612.59700000000157161,18581.78600000000005821,18753.08599999999933061,19167.24699999999938882,18841.61263830000098096,0.72522014740303276,0.72401962939033226,0.73069415263123949,0.74683149775661806,0.73414349941917145
07,005,Amatn,07005,31704.8359474105,26305.31000000000130967,17085.99199999999837019,14904.71500000000014552,14897.76599999999962165,14896.99241350000011153,0.82969393198038277,0.53890807157434606,0.47010856718270916,0.46988938926261120,0.46986498962524093
07,004,Altamirano,07004,95627.4990553655,92799.51300000000628643,86890.30400000000372529,73809.89599999999336433,69642.49499999999534339,69431.90625790000194684,0.97042706247364929,0.90863302772033272,0.77184802205552028,0.72826849690672191,0.72606631924673659
07,002,Acala,07002,48102.8041024315,22711.25000000000000000,15264.92799999999988358,13072.54999999999927240,13412.85699999999997090,13408.29365409999991243,0.47213983516715591,0.31733967041701810,0.27176274323141192,0.27883732040731501,0.27874245388164881
07,001,Acacoyagua,07001,25118.1398919332,16959.69499999999970896,16837.70200000000113505,16944.28499999999985448,15946.62299999999959255,15926.93194629999925382,0.67519709154286067,0.67034032266885746,0.67458359069979268,0.63486480561887981,0.63408086804290009
07,119,Santiago el Pinar,07119,1678.5094941896,1423.53999999999996362,1463.84500000000002728,1023.22799999999995180,905.98199999999997090,907.64506906300005085,0.84809767530525548,0.87211005065345670,0.60960513094626489,0.53975387278784293,0.54074467389367942
07,118,San Andrs Duraznal,07118,3727.2496029626,3229.07600000000002183,3091.24600000000009459,2707.63000000000010914,2707.63000000000010914,2707.34932689000015671,0.86634283827768677,0.82936382836902767,0.72644182397869028,0.72644182397869028,0.72636652096979681
07,117,Montecristo de Guerrero,07117,20118.0870656954,17545.58199999999851570,15491.62199999999938882,17730.01800000000002910,17287.31999999999970896,17221.81196740000086720,0.87212973791718307,0.77003454401068416,0.88129740874978890,0.85929243389535204,0.85603625787891047
07,116,Marqus de Comillas,07116,91157.1426322719,90862.23399999999674037,80574.16800000000512227,67769.07499999999708962,58999.69900000000052387,56457.86351039999863133,0.99676483242282432,0.88390405483678181,0.74343132137632462,0.64723067547218871,0.61934656879440741
07,114,Benemrito de las Amricas,07114,109978.1280000000,106289.28999999999359716,91414.70699999999487773,70960.81200000000535510,64847.39699999999720603,54166.04377260000183014,0.96645843980905000,0.83120806529822000,0.64522658541705680,0.58963903259018924,0.49251650994277701
07,113,Aldama,07113,2766.3301878795,1730.33200000000010732,1547.63000000000010914,1284.98900000000003274,1292.93900000000007822,1294.50707966999993914,0.62549727707174652,0.55945237729785213,0.46451034863086760,0.46738419212027910,0.46795103684361339
07,112,San Juan Cancuc,07112,17426.3018821236,10772.86700000000018917,9352.60900000000037835,6589.80199999999967986,6416.11399999999957799,6417.05789624000044569,0.61819582105662452,0.53669499491422068,0.37815263643286284,0.36818563361293732,0.36823979864728512
07,111,Zinacantn,07111,19518.4108021296,16745.90899999999965075,13560.66100000000005821,13852.19000000000050932,13028.38800000000082946,10328.12376720000065689,0.85795453173743519,0.69476255712992951,0.70969866043031660,0.66749225293375358,0.52914778113355043
07,110,San Lucas,07110,9394.0807738983,6983.13000000000010914,4241.75900000000001455,3679.86499999999978172,3665.01899999999977808,3098.48994980999987092,0.74335426403856453,0.45153529143435073,0.39172166905617856,0.39014131219558501,0.32983428867454873
07,109,Yajaln,07109,20878.3189955962,14782.29299999999966531,12351.34000000000014552,12255.15699999999924330,11514.57599999999911233,11519.01270990000011807,0.70802122542135615,0.59158689943406029,0.58698006303021533,0.55150876861440490,0.55172127182890873
07,108,Villaflores,07108,191242.4110000000,128900.71600000000034925,110845.90200000000186265,91969.68399999999382999,87544.74599999999918509,87543.83127640000020619,0.67401741761141054,0.57960941519399689,0.48090631946697221,0.45776847061397902,0.45776368755568558
07,107,Villa Corzo,07107,277101.1330000000,203569.83300000001327135,180878.40100000001257285,168745.80100000000675209,151326.85399999999208376,149738.12411599999177270,0.73464092620653421,0.65275229675802171,0.60896828234910183,0.54610694789183700,0.54037355421422983
07,106,Venustiano Carranza,07106,136889.1300000000,81100.11999999999534339,49124.66000000000349246,26482.69800000000032014,24592.59800000000177533,24605.26313719999961904,0.59245113180279541,0.35886457894794133,0.19346092710210080,0.17965340272087346,0.17974592385239060
07,105,Unin Jurez,07105,6309.0523432474,1536.23299999999994725,639.25199999999995271,616.54499999999995907,608.04300000000000637,702.90973144500003400,0.24349663252425466,0.10132298247361880,0.09772386825414282,0.09637628076596805,0.11141288631046574
07,104,Tzimol,07104,35951.6019169648,20861.85800000000017462,14989.87199999999938882,11756.05299999999988358,12599.26800000000002910,12513.87787199999911536,0.58027617373443741,0.41694587169220398,0.32699663918042460,0.35045080964958819,0.34807566853078015
07,103,Tuzantn,07103,17551.2798015650,72.30700000000000216,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00411975655436549,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
07,100,Tumbal,07100,40227.9646979999,35327.32899999999790452,24977.86100000000078580,26798.87399999999979627,25356.38399999999819556,25355.22073739999905229,0.87817838325179898,0.62090789796387280,0.66617523907025844,0.63031734740636025,0.63028843064140005
07,098,Totolapa,07098,16999.2847069545,10535.50400000000081491,7654.50200000000040745,7128.58200000000033469,7182.65700000000015280,7179.58121167999979662,0.61976160653923684,0.45028376969699807,0.41934599736915162,0.42252701356672595,0.42234607722893153
07,094,Teopisca,07094,28399.4947428018,24115.33499999999912689,23440.24499999999898137,19235.92399999999906868,18933.27400000000125146,18927.33397060000061174,0.84914662103671146,0.82537542348147641,0.67733331787093076,0.66667643813624089,0.66646727845034515
07,093,Tenejapa,07093,19170.8131057265,7487.48899999999957799,10481.00100000000020373,9553.98999999999978172,6755.87299999999959255,6756.27262476000032621,0.39056710629365099,0.54671656033562954,0.49836123002764726,0.35240409276025736,0.35242493823810939
07,091,Tapilula,07091,4195.7511336922,1798.85599999999999454,1027.58300000000008367,1037.20700000000010732,1033.87100000000009459,914.37981881300004261,0.42873276862277410,0.24491037891843268,0.24720412792626076,0.24640903787117818,0.21792994619496395
07,087,Suchiate,07087,23954.3238514606,4349.08700000000044383,2930.90000000000009095,2963.20400000000017826,2964.80600000000004002,2425.63673817000017152,0.18155749362697282,0.12235369356172791,0.12370226011699015,0.12376913739601225,0.10126091444748080
07,086,Suchiapa,07086,28591.2440037344,20440.90000000000145519,17967.08899999999994179,14096.76200000000062573,11770.78199999999924330,11766.96473180000066350,0.71493566342654224,0.62841228586112785,0.49304472369788371,0.41169184518388141,0.41155833339266656
07,084,Solosuchiapa,07084,15720.5103007138,7881.46600000000034925,5192.46699999999964348,4584.96799999999984720,6006.01000000000021828,6013.35765258999981597,0.50134924689067739,0.33029888347608105,0.29165516336908071,0.38204930279695137,0.38251669555007761
07,083,Socoltenango,07083,63652.9628964558,24360.16300000000046566,11644.13800000000082946,7965.01400000000012369,8342.74500000000080036,9435.09659850999923947,0.38270273513625203,0.18293159454244898,0.12513186562826115,0.13106609056943877,0.14822713930627329
07,082,Sital,07082,10568.0825892924,9854.35100000000056752,9175.54299999999966531,8458.22600000000056752,8233.42400000000088767,8230.59613069000079122,0.93246347355237802,0.86823157582972299,0.80035578152747311,0.77908399470137757,0.77881640885634784
07,081,Simojovel,07081,31495.0289128032,23708.97999999999956344,21466.68999999999869033,18137.70599999999831198,18488.79699999999866122,18490.21344479999970645,0.75278483044547850,0.68158978546844484,0.57589107316636723,0.58703857841146567,0.58708355201043971
07,080,Siltepec,07080,88021.2963767993,71232.94599999999627471,71905.49000000000523869,70534.24499999999534339,71000.31299999999464490,71050.21376840000448283,0.80926944878280171,0.81691014515610894,0.80133158568874985,0.80662653156190378,0.80719344855192854
07,077,Salto de Agua,07077,122958.9660000000,82070.70799999999871943,64989.11400000000139698,57722.30900000000110595,47253.03199999999924330,47198.64018049999867799,0.66746420102459225,0.52854310762502676,0.46944367603091264,0.38429919783157579,0.38385684034216749
07,076,Sabanilla,07076,24920.0216675958,20322.37900000000081491,15223.33599999999933061,14966.11100000000078580,11605.48999999999978172,11608.23523279999972146,0.81550406621137728,0.61088775134555073,0.60056572982281364,0.46570946666113627,0.46581962839520769
07,075,Las Rosas,07075,23386.0097189425,15248.60800000000017462,11376.79999999999927240,8360.17799999999988358,7990.29600000000027649,7975.00120360999972036,0.65203975296601102,0.48647888787905846,0.35748629631451473,0.34166991701572408,0.34101590221910777
07,073,Rayn,07073,6863.6196744372,3352.73500000000012733,3584.42799999999988358,3640.62800000000015643,3587.71700000000009823,3372.81780369999978575,0.48847913477591054,0.52223581288307819,0.53042391226295948,0.52271500610123534,0.49140511329054121
07,072,Pueblo Nuevo Solistahuacn,07072,24633.6485688429,20882.90899999999965075,19747.12199999999938882,19764.12800000000061118,19283.80199999999967986,18238.46676250000018626,0.84773917845093782,0.80163204183145365,0.80232239835547714,0.78282362217306756,0.74038836397010044
07,071,Villa Comaltitln,07071,44897.9760240117,17937.80700000000069849,11702.56400000000030559,14499.12800000000061118,14499.12800000000061118,14281.82233059999998659,0.39952373332835217,0.26064791859974712,0.32293500250981871,0.32293500250981871,0.31809501441583909
07,070,El Porvenir,07070,8253.9470172449,3855.02599999999983993,3083.26999999999998181,3446.85899999999992360,3669.57999999999992724,3789.30563392000021850,0.46705242860727447,0.37355098034408879,0.41760129945085755,0.44458487464641805,0.45909013299976809
07,069,Pijijiapan,07069,177592.4170000000,67479.85700000000360887,69470.47699999999895226,77392.19100000000617001,77193.49499999999534339,75735.85259530000621453,0.37997037339719303,0.39117929793139761,0.43578544797889662,0.43466661642428123,0.42645882000299601
07,068,Pichucalco,07068,59258.9801601590,13384.09799999999995634,8532.99899999999979627,8421.25100000000020373,7615.96399999999994179,8038.03320483999959833,0.22585771749407185,0.14399503631243565,0.14210927993090533,0.12851999780314083,0.13564244918011820
07,067,Pantepec,07067,10666.2920274560,5608.52999999999974534,6854.84500000000025466,6789.30400000000008731,6697.24099999999998545,6694.77908873999967909,0.52581815550925626,0.64266429067899222,0.63651960611276326,0.62788839671374985,0.62765758442643727
07,066,Pantelh,07066,19426.8955686633,16396.44499999999970896,8847.61599999999998545,9043.03600000000005821,8847.05199999999967986,8849.23135530999934417,0.84400747108809326,0.45543128436185720,0.46549053440051102,0.45540225244587212,0.45551443482222231
07,065,Palenque,07065,288601.7930000000,150623.88800000000628643,118901.81600000000617001,115425.89400000000023283,109130.18600000000151340,103232.23124900000402704,0.52190905134120213,0.41199264482740067,0.39994863787973761,0.37813412337323904,0.35769781669027956
07,064,Oxchuc,07064,41838.6207182737,31846.32800000000133878,30021.41999999999825377,29044.50500000000101863,29832.13699999999880674,29828.24062580000099842,0.76117059915626228,0.71755281327636244,0.69420321467037127,0.71302869186054041,0.71293556321210250
07,063,Osumacinta,07063,9452.8947290006,7845.33100000000013097,7327.64300000000002910,5937.23400000000037835,4101.18500000000040018,4101.48794103000000177,0.82993952909802915,0.77517450580714442,0.62808633442040984,0.43385493201547531,0.43388697945053989
07,058,Nicols Ruz,07058,3048.5368406296,1723.33799999999996544,1702.70599999999990359,572.71400000000005548,379.12799999999998590,379.34675521600001957,0.56530004067265494,0.55853220381235347,0.18786520548714120,0.12436392270125902,0.12443568014669466
07,057,Motozintla,07057,58893.5196415922,27561.25500000000101863,28615.25000000000000000,29747.74499999999898137,28950.41999999999825377,28927.78040980000150739,0.46798451116063877,0.48588113215415873,0.50511066720134246,0.49157225066838134,0.49118783502574737
07,056,Mitontic,07056,3698.8745489312,1166.96299999999996544,2121.97200000000020736,2253.23199999999997090,2253.93299999999999272,2253.95081239999990430,0.31549137029726976,0.57368044574886967,0.60916691555572700,0.60935643266173489,0.60936124828869509
07,054,Mazatn,07054,38335.2793738502,10589.31799999999930151,10384.98699999999917054,11246.32899999999972351,11226.28299999999944703,11085.61059430000022985,0.27622905514087198,0.27089895181731616,0.29336760247198052,0.29284468988786944,0.28917516124486292
07,053,Mazapa de Madero,07053,11197.5933054943,7917.19499999999970896,7252.11800000000039290,7722.60999999999967258,7911.81599999999980355,7913.47619667999970261,0.70704434283349848,0.64764970490950213,0.68966694800486839,0.70656397175256624,0.70671223545840967
07,052,Las Margaritas,07052,302809.9540000000,267224.19799999997485429,246419.53700000001117587,203892.10000000000582077,202281.16099999999278225,205225.29338300001109019,0.88248155144860252,0.81377621093657970,0.67333354569975590,0.66801357857608601,0.67773628532369845
07,051,Mapastepec,07051,123205.5140000000,58073.14299999999639113,53326.49300000000221189,58698.17300000000250293,55987.51200000000244472,51646.11275369999930263,0.47135181790646152,0.43282553896086179,0.47642488630825408,0.45442375249536321,0.41918669933636249
07,049,Larrinzar,07049,14938.4981371457,10508.52700000000004366,9272.88500000000021828,9729.48799999999937427,9769.87500000000000000,9769.77312200999949710,0.70345271014023536,0.62073743390189096,0.65130295633982749,0.65400650790366077,0.65399968807551834
07,047,Jitotol,07047,23600.0088036886,17318.34600000000136788,17729.25899999999819556,17767.28399999999965075,17758.43700000000171713,17762.48812479999833158,0.73382794659352857,0.75123950789497063,0.75285073610748121,0.75247586336596695,0.75264752113244049
07,045,Ixtapangajoya,07045,10683.7096576415,4551.74499999999989086,2520.51499999999987267,2319.87500000000000000,2928.19000000000005457,2927.42628219000016543,0.42604536681173977,0.23592133077083455,0.21714133707674416,0.27407989301783564,0.27400840868940729
07,044,Ixtapa,07044,27849.0152655356,20799.42099999999845750,19295.43500000000130967,18831.47499999999854481,16377.26200000000062573,16378.71379689999957918,0.74686378680470655,0.69285878929726341,0.67619895426984056,0.58807328890611055,0.58812541990198808
07,096,Tila,07096,80190.7238703890,58554.68400000000110595,38593.69099999999889405,40210.95799999999871943,37549.70599999999831198,37558.63159330000053160,0.73019273519267647,0.48127375757797586,0.50144151417054583,0.46825498246768532,0.46836628702847755
07,085,Soyal,07085,9577.3970636827,7195.18400000000019645,6879.34900000000016007,6713.09500000000025466,5289.64199999999982538,4914.29874481000024389,0.75126717125303233,0.71829004835628618,0.70093105207634376,0.55230476139056794,0.51311423261805900
07,046,Jiquipilas,07046,130401.6610000000,72526.54899999999906868,63685.08400000000256114,67404.24899999999615829,61898.97200000000157161,62332.79968660000304226,0.55617810727119499,0.48837632520647117,0.51689716590343127,0.47467932176109323,0.47800617882160262
07,017,Cintalapa,07017,244813.0200000000,172148.71400000000721775,155962.41000000000349246,159915.04699999999138527,153983.28800000000046566,153967.31399200001033023,0.70318447115271898,0.63706746479415188,0.65321299904719121,0.62898324607081768,0.62891799624055955
07,036,La Grandeza,07036,5166.7264055018,856.75300000000004275,116.23900000000000432,568.74199999999996180,568.74199999999996180,571.51403770499996426,0.16582124400620182,0.02249761084237452,0.11007782401529405,0.11007782401529405,0.11061434123866554
07,011,Bella Vista,07011,21445.2897046851,8825.21299999999973807,8115.71000000000003638,6045.84799999999995634,6042.47999999999956344,5938.13216761999956361,0.41152220937691403,0.37843788131372180,0.28191962352829297,0.28176257272383287,0.27689680341892098
07,078,San Cristbal de las Casas,07078,39326.6455591152,30494.94099999999889405,26042.05800000000090222,20696.90100000000165892,19738.23800000000119326,19444.46178560000043944,0.77542695458631172,0.66219881278340886,0.52628188104395390,0.50190494814335973,0.49443479119955425
20,453,Santiago Astata,20453,18852.6679287976,15630.85299999999915599,14339.74799999999959255,13890.29600000000027649,13656.75100000000020373,13637.95767379999961122,0.82910562361965479,0.76062168252037798,0.73678144931320111,0.72439354745856444,0.72339669511538529
20,413,Santa Mara Huatulco,20413,51873.5069652565,49385.51000000000203727,48759.56199999999807915,42946.48999999999796273,44834.89800000000104774,42921.29489319999993313,0.95203723228269699,0.93997041751308352,0.82790797292275653,0.86431206646639924,0.82742227013777081
20,334,Villa de Tututepec de Melchor Ocampo,20334,121937.3440000000,73533.95500000000174623,70046.87300000000686850,63626.29499999999825377,65493.75899999999819556,58299.75967959999979939,0.60304704521036645,0.57444971902947151,0.52179498841634597,0.53710993573880039,0.47811242862235870
20,102,San Andrs Zautla,20102,6977.8369336062,3848.58699999999998909,3498.16800000000012005,3471.08800000000019281,3606.05600000000004002,3605.22157250000009299,0.55154441650315567,0.50132555880639074,0.49744469998758128,0.51678708377846294,0.51666750123333616
20,427,Santa Mara Petapa,20427,15617.0682714066,11166.96899999999914144,10850.10499999999956344,5801.36800000000039290,4914.03200000000015280,4911.29538592999961111,0.71504899677269651,0.69475940115248980,0.37147612465918239,0.31465777792603594,0.31448254567229655
20,010,El Barrio de la Soledad,20010,24979.2016779683,17649.79499999999825377,16377.42400000000088767,16163.41100000000005821,9968.55600000000049477,9986.33733444999961648,0.70657962682478959,0.65564241047963190,0.64707476277178855,0.39907424298480620,0.39978608857055536
20,305,San Pedro Comitancillo,20305,4762.7315520387,1775.69900000000006912,275.87599999999997635,507.63700000000000045,341.50499999999999545,342.17555257399999391,0.37283205668812203,0.05792390290859675,0.10658526403460733,0.07170360039583122,0.07184439199129979
20,005,Asuncin Ixtaltepec,20005,66261.1398803772,40889.13799999999901047,40431.91900000000168802,37616.45700000000215368,35567.75600000000122236,35585.44182459999865387,0.61709077256772404,0.61019051397233282,0.56770011907295703,0.53678152932791845,0.53704844029008914
20,025,Chahuites,20025,2203.5438606425,28.48699999999999832,1.24300000000000010,0.19700000000000001,0.00000000000000000,0.00000000000000000,0.01292781165322204,0.00056409133587092,0.00008940144261188,0.00000000000000000,0.00000000000000000
20,075,Reforma de Pineda,20075,3408.1357811891,2632.79199999999991633,1628.51199999999994361,1585.10599999999999454,867.50599999999997181,866.91389901200000168,0.77250208590029179,0.47783072757500628,0.46509473265380169,0.25453974128264539,0.25436600965162642
20,141,San Francisco del Mar,20141,68493.5665257294,30256.79100000000107684,26915.14900000000125146,24239.30299999999988358,23351.23800000000119326,23731.54930479999893578,0.44174646663543399,0.39295878963886932,0.35389167522608972,0.34092600494424802,0.34647851628350107
20,143,San Francisco Ixhuatn,20143,21371.0469173924,11662.32200000000011642,7519.13500000000021828,5394.97099999999954889,4415.97000000000025466,5533.95860989999982849,0.54570663033399891,0.35183746631900858,0.25244299078345150,0.20663330238661126,0.25894653786924676
20,043,Heroica Ciudad de Juchitn de Zaragoza,20043,91589.8678801833,16306.42599999999947613,12571.36100000000078580,12258.92100000000027649,11519.10000000000036380,11325.45892599999933736,0.17803744428730761,0.13725711468921098,0.13384582032629377,0.12576827837626253,0.12365405899281152
20,557,Unin Hidalgo,20557,11295.5248983877,6273.99399999999968713,5430.31999999999970896,5144.46600000000034925,4338.57899999999972351,4345.79292207999969833,0.55544067729827551,0.48074968174122762,0.45544284539927049,0.38409715697402247,0.38473581008177044
20,071,Pluma Hidalgo,20071,10435.8439207814,9508.81699999999909778,6077.45100000000002183,6552.57399999999961437,6552.57399999999961437,6560.22316429999955290,0.91116895501518869,0.58236315588216858,0.62789114610573482,0.62789114610573482,0.62862411646808070
