CVE_ENT,CVE_MUN,NOM_MUN,clave,mun_hect,1976,1993,2002,2011,CN_T5,Pro_CN_T1,Prop_CN_T2,Prop_CN_T3,Prop_CN_T4,Prop_CN_T5
16,70,Purpero,16070,19056.2463137804,9200.113,9142.614,9422.182,9422.213,9178.47986485,0.482787263,0.4797699321,0.4944406073,0.4944422341,0.4816520375
16,107,Zacapu,16107,45113.3555127789,23687.156,22152.163,21471.221,21836.891,21665.0394134,0.5250586158,0.4910333702,0.4759393478,0.4840449298,0.4802356013
16,84,Tangamandapio,16084,31450.7490188919,13681.367,12991.732,13087.826,13075.839,12905.8681949,0.4350092582,0.4130817995,0.4161371798,0.4157560442,0.4103516958
16,43,Jacona,16043,11535.1710750242,5050.663,5336.998,4455.071,4455.07,4348.39989002,0.4378489896,0.4626717684,0.386216292,0.3862162053,0.3769688253
16,50,Maravato,16050,69221.8479843321,16133.679,16058.427,15021.41,17026.718,17072.415093,0.2330720642,0.2319849508,0.2170038859,0.2459731789,0.2466333331
16,36,Huandacareo,16036,9337.9381690995,4818.217,4729.204,4596.314,4520.297,4621.16906654,0.5159829625,0.5064505584,0.4922193654,0.4840787033,0.494881095
16,54,Morelos,16054,18181.6721584862,6735.96,6379.289,6477.204,6824.664,7375.09595653,0.3704807754,0.3508637129,0.3562490811,0.3753595346,0.4056335354
16,20,Cuitzeo,16020,25408.3127813486,2358.522,2561.026,3300.156,2160.756,2166.92260338,0.0928248176,0.1007948077,0.1298848935,0.085041302,0.0852840022
16,78,Santa Ana Maya,16078,10256.0751765284,1997.932,1916.976,2066.654,2024.4,2020.59203474,0.1948047343,0.1869112664,0.2015053482,0.1973854486,0.1970141599
16,17,Contepec,16017,37526.0974805412,6406.133,6664.065,6168.617,6500.478,6099.20269388,0.1707114097,0.1775848129,0.1643820545,0.1732255267,0.1625322936
16,45,Jiquilpan,16045,24154.1971264437,12361.906,11772.437,9843.829,9468.467,9474.51664653,0.5117912194,0.4873868065,0.4075411386,0.3920008995,0.3922513589
16,94,Tlazazalca,16094,20392.7144222115,10556.668,9942.291,9806.703,9911.851,10142.1543418,0.5176686037,0.4875413245,0.4808924794,0.4860486346,0.4973420474
16,104,Villamar,16104,34783.4594146282,10617.167,12198.867,11690.084,11642.712,11628.7385833,0.3052360857,0.3507088486,0.3360816951,0.3347197834,0.3343180575
16,51,Marcos Castellanos,16051,23163.8272357948,6033.282,5369.709,5410.65,5253.025,5258.66570213,0.2604613624,0.2318144124,0.2335818665,0.2267770756,0.227020589
16,76,Sahuayo,16076,12691.2771348574,5268.96,5325.212,5346.645,4329.257,4226.56478185,0.4151638912,0.4195962269,0.4212850246,0.3411206732,0.3330291142
16,63,Panindcuaro,16063,29026.5197879334,14563.871,14910.856,13875.415,13466.421,13662.4838962,0.5017436161,0.5136976844,0.4780254437,0.4639350876,0.4706897002
16,23,Chavinda,16023,15101.4089330925,6036.917,5969.123,5840.537,5772.8,5732.51880328,0.3997585276,0.3952692776,0.386754443,0.3822689675,0.3796015874
16,74,Cojumatln de Rgules,16074,13038.6190516319,6442.742,6080.838,6167.679,6585.835,6516.21988056,0.4941276353,0.4663713217,0.4730316129,0.5051021871,0.4997630389
16,67,Penjamillo,16067,36704.7204598977,13703.941,12316.257,12283.804,10633.711,11386.1413867,0.3733563647,0.3355496744,0.3346655102,0.2897096304,0.3102091841
16,4,Angamacutiro,16004,23708.0284746406,5167.006,4767.383,4984.188,4895.029,4902.06826678,0.2179433016,0.2010872817,0.2102320741,0.206471365,0.2067682799
16,42,Ixtln,16042,12256.5949076958,3843.694,3578.868,3562.437,3470.2,3464.76852619,0.313602108,0.2919952913,0.2906547069,0.2831292073,0.2826860602
16,28,Churintzio,16028,22722.8232340694,9547.522,9125.69,8948.056,8517.377,8656.00763241,0.4201732285,0.4016089861,0.3937915596,0.3748379729,0.3809389152
16,103,Venustiano Carranza,16103,22664.4540071037,2744.323,2580.641,2563.942,2211.438,2134.42345706,0.1210848935,0.1138629238,0.1131261313,0.097572966,0.0941749339
16,62,Pajacuarn,16062,16874.5597834745,3408.566,3242.045,3374.737,3797.139,3655.53096198,0.2019943657,0.1921261972,0.1999896319,0.2250215146,0.2166297082
16,31,Epitacio Huerta,16031,42211.1050558059,4940.032,5595.971,6008.426,5763.804,5764.09497472,0.1170315725,0.1325710614,0.1423423052,0.1365471004,0.1365539937
16,109,Zinparo,16109,11310.2181270612,2386.406,1973.289,1930.784,1680.074,1796.12747734,0.210995577,0.1744695794,0.1707114733,0.1485447921,0.1588057328
16,30,Ecuandureo,16030,30115.9100868143,13337.179,12793.88,12856.424,12839.667,12864.9827206,0.4428615626,0.4248212976,0.4268980736,0.4263416567,0.4271822662
16,71,Purundiro,16071,71487.1445218841,32389.458,31032.211,29918.638,25673.491,26868.402203,0.4530808751,0.434094986,0.4185177377,0.3591343754,0.3758494256
16,11,Briseas,16011,6533.7361362188,0,0,0,0,0,0,0,0,0,0
16,60,Numarn,16060,7577.9715510313,1155.257,973.263,1156.508,1151.833,1139.77998661,0.1524493715,0.1284331821,0.1526144552,0.1519975355,0.1504070026
16,105,Vista Hermosa,16105,14712.9440978757,56.758,19.849,23.888,24.133,19.9898412022,0.0038576915,0.0013490842,0.0016236043,0.0016402564,0.0013586568
16,113,Jos Sixto Verduzco,16113,21765.8712426516,3329.923,3308.838,3578.26,3174.958,3169.70200185,0.1529882706,0.1520195522,0.1643977381,0.1458686383,0.1456271594
16,86,Tanhuato,16086,22514.1711182258,7291.963,6862.605,6960.131,7000.573,7000.62077041,0.3238832539,0.3048126873,0.3091444479,0.3109407388,0.3109428605
16,106,Yurcuaro,16106,17428.5349460022,6417.432,6314.251,6374.939,5556.832,5548.90403815,0.3682140822,0.3622938485,0.3657759542,0.3188352904,0.3183804063
16,69,La Piedad,16069,28208.0703442491,8963.182,8286.365,8052.464,6034.344,5915.43404323,0.3177523982,0.2937586619,0.2854666733,0.2139226089,0.2097071502
7,99,La Trinitaria,7099,161284.04,99086.515,90083.487,77377.209,74435.457,71365.7114975,0.6143603236,0.5585393756,0.4797573833,0.4615178104,0.4424846469
7,102,Tuxtla Chico,7102,16664.7517387513,0,0,0,0,0,0,0,0,0,0
7,55,Metapa,7055,2312.0264666272,0,0,0,0,0,0,0,0,0,0
7,115,Maravilla Tenejapa,7115,54501.0679701043,54165.137,47768.174,45250.978,36997.349,36458.4186302,0.9938362498,0.8764630819,0.8302769044,0.678837138,0.6689487012
7,59,Ocosingo,7059,961488.227,893648.512,857896.655,797089.883,769013.536,758020.940349,0.9294430102,0.8922591363,0.8290167894,0.799815863,0.7883829662
7,89,Tapachula,7089,99460.8319922076,11167.563,10302.155,11568.16,11467.112,11263.9578974,0.1122810133,0.1035800203,0.1163086993,0.1152927416,0.1132501878
7,101,Tuxtla Gutirrez,7101,33596.9459919243,24787.048,15690.811,11844.348,11895.202,11897.5110509,0.7377768207,0.4670308725,0.3525424008,0.3540560503,0.3541247783
7,27,Chiapa de Corzo,7027,83423.8133425296,46499.117,35603.519,31040.148,31410.252,31370.8017692,0.5573842184,0.4267788486,0.3720777888,0.3765142199,0.3760413306
7,12,Berriozbal,7012,35025.188904369,24188.618,23707.342,18090.284,18099.248,18026.2189939,0.6906063538,0.6768655,0.5164935455,0.5167494756,0.5146644332
7,41,La Independencia,7041,51698.2090980069,34943.874,31889.077,31529.664,30746.501,29449.7222201,0.6759203967,0.6168313672,0.6098792308,0.5947304856,0.569646855
7,3,Acapetahua,7003,56744.0910072547,23655.877,16601.8,14922.951,14754.826,14890.1068987,0.4168870552,0.2925731949,0.262986872,0.2600240085,0.2624080611
7,32,Escuintla,7032,41967.3014790839,21608.73,21516.364,19984.302,20088.472,20067.2248072,0.5148944354,0.5126935314,0.4761874435,0.478669614,0.4781633343
7,50,La Libertad,7050,45531.3548815058,6492.007,5992.231,4829.213,4898.637,4741.19317251,0.1425832158,0.131606692,0.1060634592,0.1075882106,0.1041302897
7,97,Tonal,7097,186825.913,79192.459,65610.345,71676.054,69451.054,69297.0318759,0.4238836986,0.3511843938,0.3836515655,0.3717420827,0.3709176675
7,92,Tecpatn,7092,125572.447,49954.736,26902.726,24833.512,28749.499,28612.1737644,0.3978160591,0.2142406765,0.1977624279,0.2289475095,0.2278539158
7,90,Tapalapa,7090,6527.2184847293,5240.102,6510.987,6505.802,6499.434,6499.8855168,0.8028078135,0.9975132616,0.9967188957,0.9957432887,0.9958124632
7,88,Sunuapa,7088,7908.3675814195,4117.081,1971.578,1982.696,2093.555,2093.98204099,0.5205980827,0.2493027771,0.2507086298,0.2647265669,0.2647805656
7,79,San Fernando,7079,35974.4148254648,28543.554,26127.215,23524.368,20544.97,20545.2564398,0.7934403975,0.7262721333,0.6539194067,0.5710994911,0.5711074534
7,74,Reforma,7074,43268.4260431333,9733.693,2509.311,833.995,557.907,557.913735983,0.2249606443,0.0579940439,0.0192749096,0.0128940905,0.0128942462
7,62,Ostuacn,7062,60062.2137489494,21421.309,13108.703,12211.294,11920.775,11926.8104682,0.3566520057,0.2182520787,0.2033107546,0.1984737867,0.1985742736
7,61,Ocozocoautla de Espinosa,7061,210235.673,142597.021,127742.422,121765.037,121751.036,121170.063893,0.6782722407,0.6076153498,0.5791835194,0.5791169227,0.5763534902
7,60,Ocotepec,7060,6029.2702881486,4931.215,6016.465,6014.046,6014.047,6014.0466612,0.8178792398,0.9978761463,0.9974749369,0.9974751027,0.9974750465
7,48,Jurez,7048,74030.25455423,16629.605,11585.287,11009.953,8479.76,8481.3568919,0.2246325519,0.1564939506,0.1487223442,0.1145445204,0.1145660912
7,43,Ixtacomitn,7043,12758.018001154,3313.089,3701.112,3716.484,4066.059,4064.06112197,0.2596868103,0.2901008605,0.2913057498,0.3187061658,0.3185495679
7,33,Francisco Len,7033,20996.2492442608,15854.209,9028.115,8843.559,9051.943,9159.62829063,0.7550971993,0.429987037,0.4211970861,0.4311219063,0.4362506934
7,25,Chapultenango,7025,17889.8571730811,11879.819,9945.889,8988.633,9821.401,9829.92398402,0.6640533172,0.5559512803,0.5024429716,0.5489927004,0.5494691148
7,21,Copainal,7021,34719.6135122369,21570.824,21681.269,21691.121,21074.858,21071.2034079,0.621286409,0.624467464,0.6247512229,0.6070015149,0.6068962548
7,9,Arriaga,7009,81293.5975896496,39311.757,32683.497,31339.471,30507.66,30852.8186399,0.4835775284,0.4020426942,0.3855097072,0.3752775237,0.3795233518
7,42,Ixhuatn,7042,9472.7909756151,7121.303,3992.117,4025.543,3696.418,3695.7584325,0.7517639752,0.4214298627,0.4249584954,0.3902142473,0.3901446197
7,40,Huixtla,7040,40309.138577409,16903.673,12222.336,13596.645,13719.897,13779.510231,0.4193508866,0.3032150136,0.3373092425,0.3403669114,0.3418458126
7,39,Huitiupn,7039,33849.8562097616,27722.575,17726.386,18431.174,18471.21,18460.3307825,0.8189864922,0.5236768478,0.5444978521,0.5456806045,0.5453592083
7,38,Huixtn,7038,31152.8351039691,18525.303,13807.866,7892.066,8113.49,8111.76444939,0.5946586543,0.4432298362,0.2533337969,0.2604414646,0.2603860747
7,37,Huehuetn,7037,30507.9915061262,3893.219,2774.275,2208.521,2404.669,2410.07932645,0.1276130878,0.0909360093,0.0723915568,0.0788209542,0.0789982954
7,35,Frontera Hidalgo,7035,9533.707814988,0,0,0,0,0,0,0,0,0,0
7,34,Frontera Comalapa,7034,77024.4045794665,37947.515,33869.992,20950.321,19305.515,18894.6356677,0.4926687224,0.4397306566,0.2719958838,0.250641535,0.2453071305
7,31,Chiln,7031,168101.109,149071.635,141638.195,141152.104,137898.185,135314.308367,0.8867974512,0.8425773979,0.8396857394,0.8203288236,0.8049578564
7,30,Chicomuselo,7030,100278.877,68815.13,68298.573,50915.23,49999.025,49731.1408638,0.6862375413,0.6810863369,0.5077363401,0.4985997699,0.4959283785
7,29,Chicoasn,7029,11642.0454468963,11054.92,10735.78,10806.162,10872.175,10867.9905405,0.9495685316,0.922155823,0.9282013242,0.9338715477,0.9335121212
7,28,Chiapilla,7028,5100.8112292536,2158.862,198.678,60.721,3.088,3.1645444726,0.4232389522,0.038950275,0.0119041849,0.0006053939,0.0006204002
7,26,Chenalh,7026,25022.4398857558,12041.644,12539.491,10763.296,10615.983,10605.5054637,0.4812338067,0.5011298282,0.4301457431,0.4242585075,0.4238397819
7,24,Chanal,7024,40742.0317694509,39618.703,37221.387,26161.966,25462.131,22629.8721602,0.9724282585,0.9135869122,0.6421369987,0.6249597748,0.5554428971
7,23,Chamula,7023,34743.2382379267,21442.318,18635.743,18267.588,19652.138,19656.1908518,0.6171652122,0.5363847455,0.5257882951,0.5656392149,0.5657558664
7,22,Chalchihuitn,7022,18642.8775262103,16832.279,15581.055,15468.432,15213.278,15213.7554167,0.9028798787,0.8357644885,0.8297234147,0.8160370082,0.8160626167
7,20,La Concordia,7020,258763.157,175063.7,154915.59,143118.663,139893.856,137371.577086,0.6765402851,0.5986771525,0.5530874822,0.5406250937,0.5308776515
7,19,Comitn de Domnguez,7019,98372.2497893569,67646.533,58981.734,50587.456,49078.196,48960.2494471,0.6876586959,0.5995769552,0.5142451871,0.4989028522,0.4977038703
7,18,Coapilla,7018,15589.3054693743,12352.777,13377.413,13414.548,13271.887,13275.6380488,0.7923878985,0.8581147522,0.860496834,0.8513456245,0.8515862413
7,16,Catazaj,7016,63256.1057559013,22988.126,19675.701,14229.322,13690.022,12728.1302133,0.3634135508,0.31104825,0.2249478027,0.2164221435,0.2012158362
7,15,Cacahoatn,7015,17564.7103374602,6932.714,6593.745,6418.066,6356.047,6363.83837438,0.3946956065,0.3753973093,0.3653954934,0.3618646068,0.362308188
7,14,El Bosque,7014,15875.8105573924,10332.855,9073.534,10715.229,10667.05,10667.3332304,0.6508552721,0.5715320151,0.6749405935,0.6719058508,0.6719236912
7,13,Bochil,7013,36648.4209511342,30939.789,31622.088,31788.817,28640.198,28228.8822401,0.8442325262,0.8628499449,0.8673993633,0.7814851843,0.7702618969
7,10,Bejucal de Ocampo,7010,7742.0631468157,2579.947,4291.965,2689.638,1727.787,1725.48462136,0.3332376591,0.5543696711,0.3474058463,0.2231688075,0.2228714218
7,8,Angel Albino Corzo,7008,58323.8132791096,44136.835,36677.7,39950.363,39512.68,39189.7922249,0.7567549603,0.6288632025,0.6849751543,0.6774707924,0.6719346699
7,7,Amatenango del Valle,7007,15366.8780741239,13499.992,12343.469,8058.716,7782.971,7780.41366174,0.878512339,0.803251574,0.5244211584,0.5064770451,0.5063106263
7,6,Amatenango de la Frontera,7006,25664.7544427034,18612.597,18581.786,18753.086,19167.247,18841.6126383,0.7252201474,0.7240196294,0.7306941526,0.7468314978,0.7341434994
7,5,Amatn,7005,31704.8359474105,26305.31,17085.992,14904.715,14897.766,14896.9924135,0.829693932,0.5389080716,0.4701085672,0.4698893893,0.4698649896
7,4,Altamirano,7004,95627.4990553655,92799.513,86890.304,73809.896,69642.495,69431.9062579,0.9704270625,0.9086330277,0.7718480221,0.7282684969,0.7260663192
7,2,Acala,7002,48102.8041024315,22711.25,15264.928,13072.55,13412.857,13408.2936541,0.4721398352,0.3173396704,0.2717627432,0.2788373204,0.2787424539
7,1,Acacoyagua,7001,25118.1398919332,16959.695,16837.702,16944.285,15946.623,15926.9319463,0.6751970915,0.6703403227,0.6745835907,0.6348648056,0.634080868
7,119,Santiago el Pinar,7119,1678.5094941896,1423.54,1463.845,1023.228,905.982,907.645069063,0.8480976753,0.8721100507,0.6096051309,0.5397538728,0.5407446739
7,118,San Andrs Duraznal,7118,3727.2496029626,3229.076,3091.246,2707.63,2707.63,2707.34932689,0.8663428383,0.8293638284,0.726441824,0.726441824,0.726366521
7,117,Montecristo de Guerrero,7117,20118.0870656954,17545.582,15491.622,17730.018,17287.32,17221.8119674,0.8721297379,0.770034544,0.8812974087,0.8592924339,0.8560362579
7,116,Marqus de Comillas,7116,91157.1426322719,90862.234,80574.168,67769.075,58999.699,56457.8635104,0.9967648324,0.8839040548,0.7434313214,0.6472306755,0.6193465688
7,114,Benemrito de las Amricas,7114,109978.128,106289.29,91414.707,70960.812,64847.397,54166.0437726,0.9664584398,0.8312080653,0.6452265854,0.5896390326,0.4925165099
7,113,Aldama,7113,2766.3301878795,1730.332,1547.63,1284.989,1292.939,1294.50707967,0.6254972771,0.5594523773,0.4645103486,0.4673841921,0.4679510368
7,112,San Juan Cancuc,7112,17426.3018821236,10772.867,9352.609,6589.802,6416.114,6417.05789624,0.6181958211,0.5366949949,0.3781526364,0.3681856336,0.3682397986
7,111,Zinacantn,7111,19518.4108021296,16745.909,13560.661,13852.19,13028.388,10328.1237672,0.8579545317,0.6947625571,0.7096986604,0.6674922529,0.5291477811
7,110,San Lucas,7110,9394.0807738983,6983.13,4241.759,3679.865,3665.019,3098.48994981,0.743354264,0.4515352914,0.3917216691,0.3901413122,0.3298342887
7,109,Yajaln,7109,20878.3189955962,14782.293,12351.34,12255.157,11514.576,11519.0127099,0.7080212254,0.5915868994,0.586980063,0.5515087686,0.5517212718
7,108,Villaflores,7108,191242.411,128900.716,110845.902,91969.684,87544.746,87543.8312764,0.6740174176,0.5796094152,0.4809063195,0.4577684706,0.4577636876
7,107,Villa Corzo,7107,277101.133,203569.833,180878.401,168745.801,151326.854,149738.124116,0.7346409262,0.6527522968,0.6089682823,0.5461069479,0.5403735542
7,106,Venustiano Carranza,7106,136889.13,81100.12,49124.66,26482.698,24592.598,24605.2631372,0.5924511318,0.3588645789,0.1934609271,0.1796534027,0.1797459239
7,105,Unin Jurez,7105,6309.0523432474,1536.233,639.252,616.545,608.043,702.909731445,0.2434966325,0.1013229825,0.0977238683,0.0963762808,0.1114128863
7,104,Tzimol,7104,35951.6019169648,20861.858,14989.872,11756.053,12599.268,12513.877872,0.5802761737,0.4169458717,0.3269966392,0.3504508096,0.3480756685
7,103,Tuzantn,7103,17551.279801565,72.307,0,0,0,0,0.0041197566,0,0,0,0
7,100,Tumbal,7100,40227.9646979999,35327.329,24977.861,26798.874,25356.384,25355.2207374,0.8781783833,0.620907898,0.6661752391,0.6303173474,0.6302884306
7,98,Totolapa,7098,16999.2847069545,10535.504,7654.502,7128.582,7182.657,7179.58121168,0.6197616065,0.4502837697,0.4193459974,0.4225270136,0.4223460772
7,94,Teopisca,7094,28399.4947428018,24115.335,23440.245,19235.924,18933.274,18927.3339706,0.849146621,0.8253754235,0.6773333179,0.6666764381,0.6664672785
7,93,Tenejapa,7093,19170.8131057265,7487.489,10481.001,9553.99,6755.873,6756.27262476,0.3905671063,0.5467165603,0.49836123,0.3524040928,0.3524249382
7,91,Tapilula,7091,4195.7511336922,1798.856,1027.583,1037.207,1033.871,914.379818813,0.4287327686,0.2449103789,0.2472041279,0.2464090379,0.2179299462
7,87,Suchiate,7087,23954.3238514606,4349.087,2930.9,2963.204,2964.806,2425.63673817,0.1815574936,0.1223536936,0.1237022601,0.1237691374,0.1012609144
7,86,Suchiapa,7086,28591.2440037344,20440.9,17967.089,14096.762,11770.782,11766.9647318,0.7149356634,0.6284122859,0.4930447237,0.4116918452,0.4115583334
7,84,Solosuchiapa,7084,15720.5103007138,7881.466,5192.467,4584.968,6006.01,6013.35765259,0.5013492469,0.3302988835,0.2916551634,0.3820493028,0.3825166956
7,83,Socoltenango,7083,63652.9628964558,24360.163,11644.138,7965.014,8342.745,9435.09659851,0.3827027351,0.1829315945,0.1251318656,0.1310660906,0.1482271393
7,82,Sital,7082,10568.0825892924,9854.351,9175.543,8458.226,8233.424,8230.59613069,0.9324634736,0.8682315758,0.8003557815,0.7790839947,0.7788164089
7,81,Simojovel,7081,31495.0289128032,23708.98,21466.69,18137.706,18488.797,18490.2134448,0.7527848304,0.6815897855,0.5758910732,0.5870385784,0.587083552
7,80,Siltepec,7080,88021.2963767993,71232.946,71905.49,70534.245,71000.313,71050.2137684,0.8092694488,0.8169101452,0.8013315857,0.8066265316,0.8071934486
7,77,Salto de Agua,7077,122958.966,82070.708,64989.114,57722.309,47253.032,47198.6401805,0.667464201,0.5285431076,0.469443676,0.3842991978,0.3838568403
7,76,Sabanilla,7076,24920.0216675958,20322.379,15223.336,14966.111,11605.49,11608.2352328,0.8155040662,0.6108877513,0.6005657298,0.4657094667,0.4658196284
7,75,Las Rosas,7075,23386.0097189425,15248.608,11376.8,8360.178,7990.296,7975.00120361,0.652039753,0.4864788879,0.3574862963,0.341669917,0.3410159022
7,73,Rayn,7073,6863.6196744372,3352.735,3584.428,3640.628,3587.717,3372.8178037,0.4884791348,0.5222358129,0.5304239123,0.5227150061,0.4914051133
7,72,Pueblo Nuevo Solistahuacn,7072,24633.6485688429,20882.909,19747.122,19764.128,19283.802,18238.4667625,0.8477391785,0.8016320418,0.8023223984,0.7828236222,0.740388364
7,71,Villa Comaltitln,7071,44897.9760240117,17937.807,11702.564,14499.128,14499.128,14281.8223306,0.3995237333,0.2606479186,0.3229350025,0.3229350025,0.3180950144
7,70,El Porvenir,7070,8253.9470172449,3855.026,3083.27,3446.859,3669.58,3789.30563392,0.4670524286,0.3735509803,0.4176012995,0.4445848746,0.459090133
7,69,Pijijiapan,7069,177592.417,67479.857,69470.477,77392.191,77193.495,75735.8525953,0.3799703734,0.3911792979,0.435785448,0.4346666164,0.42645882
7,68,Pichucalco,7068,59258.980160159,13384.098,8532.999,8421.251,7615.964,8038.03320484,0.2258577175,0.1439950363,0.1421092799,0.1285199978,0.1356424492
7,67,Pantepec,7067,10666.292027456,5608.53,6854.845,6789.304,6697.241,6694.77908874,0.5258181555,0.6426642907,0.6365196061,0.6278883967,0.6276575844
7,66,Pantelh,7066,19426.8955686633,16396.445,8847.616,9043.036,8847.052,8849.23135531,0.8440074711,0.4554312844,0.4654905344,0.4554022524,0.4555144348
7,65,Palenque,7065,288601.793,150623.888,118901.816,115425.894,109130.186,103232.231249,0.5219090513,0.4119926448,0.3999486379,0.3781341234,0.3576978167
7,64,Oxchuc,7064,41838.6207182737,31846.328,30021.42,29044.505,29832.137,29828.2406258,0.7611705992,0.7175528133,0.6942032147,0.7130286919,0.7129355632
7,63,Osumacinta,7063,9452.8947290006,7845.331,7327.643,5937.234,4101.185,4101.48794103,0.8299395291,0.7751745058,0.6280863344,0.433854932,0.4338869795
7,58,Nicols Ruz,7058,3048.5368406296,1723.338,1702.706,572.714,379.128,379.346755216,0.5653000407,0.5585322038,0.1878652055,0.1243639227,0.1244356801
7,57,Motozintla,7057,58893.5196415922,27561.255,28615.25,29747.745,28950.42,28927.7804098,0.4679845112,0.4858811322,0.5051106672,0.4915722507,0.491187835
7,56,Mitontic,7056,3698.8745489312,1166.963,2121.972,2253.232,2253.933,2253.9508124,0.3154913703,0.5736804457,0.6091669156,0.6093564327,0.6093612483
7,54,Mazatn,7054,38335.2793738502,10589.318,10384.987,11246.329,11226.283,11085.6105943,0.2762290551,0.2708989518,0.2933676025,0.2928446899,0.2891751612
7,53,Mazapa de Madero,7053,11197.5933054943,7917.195,7252.118,7722.61,7911.816,7913.47619668,0.7070443428,0.6476497049,0.689666948,0.7065639718,0.7067122355
7,52,Las Margaritas,7052,302809.954,267224.198,246419.537,203892.1,202281.161,205225.293383,0.8824815514,0.8137762109,0.6733335457,0.6680135786,0.6777362853
7,51,Mapastepec,7051,123205.514,58073.143,53326.493,58698.173,55987.512,51646.1127537,0.4713518179,0.432825539,0.4764248863,0.4544237525,0.4191866993
7,49,Larrinzar,7049,14938.4981371457,10508.527,9272.885,9729.488,9769.875,9769.77312201,0.7034527101,0.6207374339,0.6513029563,0.6540065079,0.6539996881
7,47,Jitotol,7047,23600.0088036886,17318.346,17729.259,17767.284,17758.437,17762.4881248,0.7338279466,0.7512395079,0.7528507361,0.7524758634,0.7526475211
7,45,Ixtapangajoya,7045,10683.7096576415,4551.745,2520.515,2319.875,2928.19,2927.42628219,0.4260453668,0.2359213308,0.2171413371,0.274079893,0.2740084087
7,44,Ixtapa,7044,27849.0152655356,20799.421,19295.435,18831.475,16377.262,16378.7137969,0.7468637868,0.6928587893,0.6761989543,0.5880732889,0.5881254199
7,96,Tila,7096,80190.723870389,58554.684,38593.691,40210.958,37549.706,37558.6315933,0.7301927352,0.4812737576,0.5014415142,0.4682549825,0.468366287
7,85,Soyal,7085,9577.3970636827,7195.184,6879.349,6713.095,5289.642,4914.29874481,0.7512671713,0.7182900484,0.7009310521,0.5523047614,0.5131142326
7,46,Jiquipilas,7046,130401.661,72526.549,63685.084,67404.249,61898.972,62332.7996866,0.5561781073,0.4883763252,0.5168971659,0.4746793218,0.4780061788
7,17,Cintalapa,7017,244813.02,172148.714,155962.41,159915.047,153983.288,153967.313992,0.7031844712,0.6370674648,0.653212999,0.6289832461,0.6289179962
7,36,La Grandeza,7036,5166.7264055018,856.753,116.239,568.742,568.742,571.514037705,0.165821244,0.0224976108,0.110077824,0.110077824,0.1106143412
7,11,Bella Vista,7011,21445.2897046851,8825.213,8115.71,6045.848,6042.48,5938.13216762,0.4115222094,0.3784378813,0.2819196235,0.2817625727,0.2768968034
7,78,San Cristbal de las Casas,7078,39326.6455591152,30494.941,26042.058,20696.901,19738.238,19444.4617856,0.7754269546,0.6621988128,0.526281881,0.5019049481,0.4944347912
20,453,Santiago Astata,20453,18852.6679287976,15630.853,14339.748,13890.296,13656.751,13637.9576738,0.8291056236,0.7606216825,0.7367814493,0.7243935475,0.7233966951
20,413,Santa Mara Huatulco,20413,51873.5069652565,49385.51,48759.562,42946.49,44834.898,42921.2948932,0.9520372323,0.9399704175,0.8279079729,0.8643120665,0.8274222701
20,334,Villa de Tututepec de Melchor Ocampo,20334,121937.344,73533.955,70046.873,63626.295,65493.759,58299.7596796,0.6030470452,0.574449719,0.5217949884,0.5371099357,0.4781124286
20,102,San Andrs Zautla,20102,6977.8369336062,3848.587,3498.168,3471.088,3606.056,3605.2215725,0.5515444165,0.5013255588,0.4974447,0.5167870838,0.5166675012
20,427,Santa Mara Petapa,20427,15617.0682714066,11166.969,10850.105,5801.368,4914.032,4911.29538593,0.7150489968,0.6947594012,0.3714761247,0.3146577779,0.3144825457
20,10,El Barrio de la Soledad,20010,24979.2016779683,17649.795,16377.424,16163.411,9968.556,9986.33733445,0.7065796268,0.6556424105,0.6470747628,0.399074243,0.3997860886
20,305,San Pedro Comitancillo,20305,4762.7315520387,1775.699,275.876,507.637,341.505,342.175552574,0.3728320567,0.0579239029,0.106585264,0.0717036004,0.071844392
20,5,Asuncin Ixtaltepec,20005,66261.1398803772,40889.138,40431.919,37616.457,35567.756,35585.4418246,0.6170907726,0.610190514,0.5677001191,0.5367815293,0.5370484403
20,25,Chahuites,20025,2203.5438606425,28.487,1.243,0.197,0,0,0.0129278117,0.0005640913,8.940144261188E-005,0,0
20,75,Reforma de Pineda,20075,3408.1357811891,2632.792,1628.512,1585.106,867.506,866.913899012,0.7725020859,0.4778307276,0.4650947327,0.2545397413,0.2543660097
20,141,San Francisco del Mar,20141,68493.5665257294,30256.791,26915.149,24239.303,23351.238,23731.5493048,0.4417464666,0.3929587896,0.3538916752,0.3409260049,0.3464785163
20,143,San Francisco Ixhuatn,20143,21371.0469173924,11662.322,7519.135,5394.971,4415.97,5533.9586099,0.5457066303,0.3518374663,0.2524429908,0.2066333024,0.2589465379
20,43,Heroica Ciudad de Juchitn de Zaragoza,20043,91589.8678801833,16306.426,12571.361,12258.921,11519.1,11325.458926,0.1780374443,0.1372571147,0.1338458203,0.1257682784,0.123654059
20,557,Unin Hidalgo,20557,11295.5248983877,6273.994,5430.32,5144.466,4338.579,4345.79292208,0.5554406773,0.4807496817,0.4554428454,0.384097157,0.3847358101
20,71,Pluma Hidalgo,20071,10435.8439207814,9508.817,6077.451,6552.574,6552.574,6560.2231643,0.911168955,0.5823631559,0.6278911461,0.6278911461,0.6286241165
